Name,Platform,Release_year,Genre,Publisher,Rating
Higurashi no Naku Koro ni: Jan,PSP,2009,Misc,AQ Interactive,
Ratchet & Clank Collection,PSV,2014,Action,Sony Computer Entertainment,
Elvandia Story,PS2,2007,Role-Playing,Spike,
Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,Idea Factory,
Triggerheart Excelica Enhanced,PS2,2009,Shooter,Alchemist,
Vietcong,PC,2003,Shooter,Gathering of Developers,74
Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,70
Puzzle Star Sweep,PS,1997,Puzzle,Midas Interactive Entertainment,
Battle Spirits: Kiseki no Hasha,PSP,2009,Role-Playing,Namco Bandai Games,
Maximum Racing: Crash Car Racer,Wii,2010,Racing,Nordic Games,
The Conveni 4,PS2,2006,Simulation,Hamster Corporation,
The Cheetah Girls,GBA,2006,Misc,Disney Interactive Studios,
Charlie's Angels,GC,2003,Action,Ubisoft,23
Kamen Rider: Battride War II,WiiU,2014,Action,Namco Bandai Games,
Niko Puchi Girls Runway,3DS,2015,Misc,Happinet,
uDraw Studio: Instant Artist,X360,2011,Misc,THQ,54
The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,64
Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Adventure,Kadokawa Shoten,
Disney Infinity,PSV,2013,Action,Disney Interactive Studios,
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,79
Teenage Mutant Ninja Turtles Double Pack,GBA,2006,Action,Konami Digital Entertainment,
The Crew: Wild Run,XOne,2015,Action,Ubisoft,65
Prism Ark: Awake,PS2,2008,Adventure,5pb,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,
Rozen Maiden: Duellwalzer,PS2,2006,Adventure,Taito,
Rugby 06,XB,2006,Sports,Electronic Arts,76
Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,
Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software,
Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,62
Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,
Uppers,PSV,2016,Action,Marvelous Entertainment,
Shrek / Shark Tale Game Boy Advance Video,GBA,2006,Misc,Hasbro Interactive,
Lovely x Cation 1 & 2,PSV,2015,Action,5pb,
Urban Chaos: Riot Response,XB,2006,Shooter,Eidos Interactive,72
Starship Troopers,PC,2005,Shooter,Empire Interactive,46
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,
Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,Hudson Soft,
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007,Action,Marvelous Interactive,
The Mummy,GBA,2002,Action,Ubisoft,72
Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,Konami Digital Entertainment,
Chrysler Classic Racing,DS,2008,Racing,Zoo Games,
The Crow: City of Angels,PS,1997,Action,Acclaim Entertainment,
Military History: Commander - Europe at War,PSP,2009,Strategy,Slitherine Software,
Snow Portable,PSP,2007,Adventure,Prototype,
Heroes of the Pacific,PC,2005,Simulation,Codemasters,76
Poyo Poyo Kansatsu Nikki,3DS,2012,Action,IE Institute,
Jinsei Game DS,DS,2006,Misc,Atlus,
Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007,Simulation,Konami Digital Entertainment,
7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,
Broken Sword: The Sleeping Dragon,XB,2003,Adventure,THQ,77
Reversal Challenge,DS,2009,Misc,Tommo,
Darksiders,PS3,2010,Action,THQ,82
Tycoon City: New York,PC,2006,Strategy,Atari,67
Miyako,PSP,2010,Adventure,Idea Factory,
Motto NUGA-CEL!,PSP,2010,Adventure,Idea Factory,
NHL 09,PC,2008,Sports,Electronic Arts,62
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007,Strategy,Konami Digital Entertainment,
Super Dodge Ball,NG,1995,Sports,Technos Japan Corporation,
11eyes: CrossOver,PSP,2010,Adventure,5pb,
Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,Namco Bandai Games,
Style Book: Junior City,DS,2006,Misc,Namco Bandai Games,
Earth Seeker,Wii,2011,Role-Playing,Kadokawa Shoten,
The Crew: Wild Run,PC,2015,Action,Ubisoft,74
"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008,Strategy,THQ,
IGT Slots: Lucky Larry's Lobstermania,PC,2011,Simulation,Masque Publishing,
Atlantic Quest,PC,2011,Puzzle,Avanquest,
Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,Marvelous Interactive,
Barbie as the Princess and the Pauper,GBA,2004,Adventure,Vivendi Games,
Tantei Opera: Milky Holmes,PSP,2010,Adventure,Unknown,
PopCap Hits!,X360,2011,Misc,PopCap Games,
Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,
New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,
WorldShift,PC,2009,Strategy,Playlogic Game Factory,63
My Hero: Doctor,DS,2009,Action,Majesco Entertainment,
Rainbow Islands Revolution,DS,2005,Platform,Rising Star Games,54
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Role-Playing,Sega,
Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,89
Cabela's Alaskan Adventure,PS2,N/A,Sports,Unknown,
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,Action,Takara Tomy,
Elf Bowling 1 & 2,DS,2005,Sports,Ignition Entertainment,
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Adventure,N/A,
Germany's Next Topmodel 2011,Wii,2011,Simulation,7G//AMES,
Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,
Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,Prototype,
Legendary,PC,2008,Shooter,Atari,50
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010,Simulation,Square Enix,
Garfield Gets Real,DS,2009,Action,Zushi Games,39
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010,Action,Namco Bandai Games,
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Misc,Gakken,
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,Role-Playing,Namco Bandai Games,
Crime Scene,DS,2009,Adventure,Nobilis,54
Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,65
Starry ? Sky: After Summer,PSP,2013,Misc,Asgard,
Thomas & Friends: Hero of the Rails,Wii,2010,Misc,Unknown,
Empire Deluxe,PC,1992,Strategy,New World Computing,
ESPN NFL Primetime 2002,XB,2002,Sports,Konami Digital Entertainment,57
Gallop Racer Inbreed,PS2,2006,Sports,Tecmo Koei,
Red Ninja: End of Honor,XB,2005,Action,Vivendi Games,46
Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,Shooter,5pb,
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007,Sports,DSI Games,
The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006,Fighting,Ignition Entertainment,
Suzumiya Haruhi-Chan no Mahjong,PSP,2011,Misc,Kadokawa Shoten,
Commandos 3: Destination Berlin,PC,2003,Strategy,Eidos Interactive,72
Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002,Adventure,Victor Interactive,
James Bond 007: Blood Stone,PC,2010,Shooter,Activision,63
Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,74
Writing and Speaking Beautiful Japanese DS,DS,N/A,Misc,Unknown,
Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006,Action,Sega,
Kong: The Animated Series,GBA,2002,Action,BAM! Entertainment,52
Puzzle Quest: Challenge of the Warlords,PSP,2007,Puzzle,D3Publisher,84
Casper's Scare School: Spooky Sports Day,DS,2009,Sports,Blast! Entertainment Ltd,
Koisuru Otome to Shugo no Tate Portable,PSP,2010,Adventure,Alchemist,
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Action,Irem Software Engineering,
Garfield's Nightmare,DS,2007,Platform,Game Factory,70
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007,Adventure,Kadokawa Shoten,
Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007,Adventure,D3Publisher,
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,
Iridium Runners,PS2,2008,Racing,SouthPeak Games,57
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Misc,Namco Bandai Games,
Tiny Toon Adventures: Wacky Stackers,GBA,2001,Puzzle,Conspiracy Entertainment,58
Princess Frontier Portable,PSP,2011,Adventure,Alchemist,
Rock Blast,Wii,2010,Puzzle,UFO Interactive,
Touch Detective (JP sales),DS,2006,Adventure,505 Games,
Emergency Mayhem,Wii,2008,Racing,Codemasters,40
Mary King's Riding School,DS,2008,Simulation,Ghostlight,
Voodoo Chronicles: First Sign,PC,2011,Adventure,ValuSoft,
Rising Zan: The Samurai Gunman,PS,1998,Action,Agetec,
Uru: Ages Beyond Myst,PC,2003,Adventure,Ubisoft,79
Prince of Stride,PSV,2015,Adventure,Kadokawa Games,
Robopon 2: Cross Version,GBA,2001,Role-Playing,Hudson Entertainment,
Mai-Otome Hime: Otome Butou Shi,PS2,2006,Fighting,Sunrise Interactive,
Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,
TMNT: Mutant Melee,XB,2005,Fighting,Konami Digital Entertainment,43
Ultimate Puzzle Games,GBA,2005,Puzzle,Telegames,
Kimikare: New Semester,PSP,2012,Action,Idea Factory,
Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,2008,Action,Marvelous Interactive,
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,48
RoboCop,XB,2003,Shooter,Titus,30
Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,
Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009,Role-Playing,Starfish,
Titanic Mystery,Wii,2010,Puzzle,O-Games,
Aqua Panic!,DS,2009,Puzzle,Neko Entertainment,
Blazing Souls,PS2,2006,Role-Playing,Idea Factory,
Blood Bowl: Legendary Edition,PC,2010,Sports,Focus Home Interactive,73
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,50
Worms,X360,2007,Strategy,Microsoft Game Studios,75
Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012,Action,CyberFront,
NHL 2K3,GC,2002,Sports,Sega,89
The Hustle: Detroit Streets,XB,2006,Sports,Activision,52
Tail of the Sun,PS,1996,Role-Playing,ArtDink,
Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,
Barnyard Blast: Swine of the Night,DS,2008,Platform,Big Ben Interactive,
Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,
Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,Atari,55
Balls of Fury,DS,2007,Sports,Zoo Digital Publishing,62
Still Life 2,PC,2009,Adventure,Rondomedia,67
Virtua Quest,PS2,N/A,Role-Playing,Unknown,53
Disney Sports Basketball,GBA,2002,Sports,Konami Digital Entertainment,73
Ozzy & Drix,GBA,2003,Platform,Midway Games,
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei,
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006,Misc,Yamasa Entertainment,
Disney Sports Football,GC,2002,Sports,Konami Digital Entertainment,59
Castle Shikigami 2,PS2,2004,Shooter,Play It,67
Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,
Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,
Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing,
Moe Star: Moeru Toudai Eigojuku,DS,2008,Misc,Mirai Shounen,
The Cube,Wii,2012,Action,Funbox Media,
Bejeweled Blitz,PC,2010,Puzzle,Mastertronic,
Peggle Nights,PC,2008,Puzzle,PopCap Games,76
Pulse Racer,XB,2003,Racing,Jaleco,24
Freestyle Metal X,GC,2003,Racing,Midway Games,
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,Konami Digital Entertainment,
Spirits & Spells,GC,2003,Platform,Wanadoo,
Agatha Christie: Death on the Nile,PC,2008,Adventure,Big Fish Games,
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,Nippon Ichi Software,
NBA 07,PS2,2006,Sports,Sony Computer Entertainment,63
Mystery Tales 2: The Spirit Mask,DS,2011,Puzzle,Unknown,
Rogue Trooper,XB,2006,Shooter,Eidos Interactive,71
Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,69
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,
Tomb Raider: Legend,PC,2006,Action,Eidos Interactive,82
Command & Conquer 3: Kane's Wrath,PC,2008,Strategy,Electronic Arts,
Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment,
Taishou Moebius Line Vitable,PSV,2016,Adventure,dramatic create,
Robotics;Notes,PSV,2014,Adventure,5pb,
Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment,
Machi: Unmei no Kousaten,PSP,2006,Adventure,ChunSoft,
Golden Nugget Casino DS,DS,2005,Misc,Majesco Entertainment,
Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa,
Ketsui Death Label,DS,2008,Shooter,Arika,
This War of Mine,PS4,2016,Action,Deep Silver,
Mechanic Master 2,DS,2010,Puzzle,Crave Entertainment,
SD Gundam Force,GBA,2004,Shooter,Namco Bandai Games,
Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,
Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard,
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,N/A,Misc,Konami Digital Entertainment,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007,Misc,D3Publisher,
Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,39
Monster High 13 Wishes,3DS,2013,Action,Little Orbit,
Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,
Canada Hunt,Wii,2010,Sports,Virtual Play Games,
Planetarian: Chiisana Hoshi no Yume,PSP,2009,Adventure,Prototype,
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,
Roommate Asami: Okusama wa Joshikousei,PS2,2002,Adventure,Datam Polystar,
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,Misc,D3Publisher,
Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios,42
Let's Dance with Mel B,X360,2011,Sports,Black Bean Games,
Horrid Henry: Missions of Mischief,Wii,2010,Adventure,SouthPeak Games,
East India Company,PC,2009,Strategy,Paradox Interactive,67
Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,
Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,
Ginga Tetsudou 999 DS,DS,2010,Adventure,Culture Brain,
Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,62
Koihime Enbu,PS4,2016,Fighting,Yeti,
Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory,
Without Warning,XB,N/A,Shooter,Capcom,45
Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist,
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013,Adventure,Idea Factory,
Zoids Dash,DS,2006,Role-Playing,Tomy Corporation,
Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,64
Vitamin X Evolution Plus,PSP,2010,Adventure,D3Publisher,
NEVES,DS,2007,Puzzle,Ignition Entertainment,70
Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,
Wild West Shootout,Wii,2010,Shooter,Unknown,
MuvLuv Double Pack,PSV,2016,Adventure,5pb,
Super Speed Machines,DS,2009,Racing,Midas Interactive Entertainment,
Goblin Commander: Unleash the Horde,GC,2003,Strategy,Jaleco,71
Final Fight: Streetwise,XB,2006,Action,Capcom,42
Nano Diver,PSP,2011,Action,Takara Tomy,
Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,
Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,
Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,45
Painkiller: Hell & Damnation,X360,2013,Shooter,Nordic Games,
Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,
Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,GungHo,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,
Cross + Channel,PSP,2010,Adventure,CyberFront,
Mark McMorris Infinite Air,PS4,2016,Sports,FuRyu Corporation,49
Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,Activision,
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games,
Micro Machines V4,PSP,2006,Racing,Codemasters,61
Root Infinity Rexx,PSV,2015,Adventure,Idea Factory,
Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,72
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007,Adventure,Marvelous Interactive,
Memories Off: Yubikiri no Kikou,PSP,2011,Adventure,5pb,
Hurry Up Hedgehog!,DS,2009,Racing,O-Games,
L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,
Battle Engine Aquila,XB,2003,Shooter,Atari,76
Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,87
One Piece Mansion,PS,2001,Action,Capcom,62
Discworld II: Mortality Bytes!,PS,1996,Adventure,Psygnosis,
Uchi no 3 Shimai DS,DS,2008,Misc,Culture Brain,
Airline Tycoon,PC,2000,Simulation,Interplay,
Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix,
Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,
Kaleidoeve,PSV,2015,Adventure,HuneX,
Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006,Action,Crave Entertainment,
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,77
My Ballet Studio,DS,2009,Simulation,505 Games,
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Action,Hudson Soft,
Moujuutsukai to Oujisama,PS2,2010,Adventure,Idea Factory,
Rocksmith 2014 Edition Remastered,PS4,2016,Misc,Ubisoft,
Bomberman 2,DS,2008,Puzzle,Hudson Soft,
Unreal Tournament 2004,PC,2004,Shooter,Atari,93
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007,Racing,Sunrise Interactive,
Cube,PSP,2007,Puzzle,D3Publisher,60
Pirates of the Burning Sea,PC,2008,Role-Playing,Koch Media,76
Just Cause,PC,2006,Action,Eidos Interactive,75
Army Men: Major Malfunction,XB,2006,Shooter,Global Star,36
Dunamis 15,X360,2011,Adventure,5pb,
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007,Misc,Gakken,
Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,
Big Bass Fishing,PS,2002,Action,Take-Two Interactive,
Storm Lover 2nd V,PSV,2016,Adventure,D3Publisher,
Reine des Fleurs,PSV,2015,Action,Idea Factory,
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,
Namco Museum 50th Anniversary (JP sales),PS2,2005,Misc,Namco Bandai Games,
Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,38
The Haunted: Hell's Reach,PC,2011,Shooter,Visco,51
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,56
The Longest Journey,PC,1999,Adventure,Empire Interactive,91
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009,Role-Playing,Gust,
Let's Pilates!,DS,2007,Misc,Konami Digital Entertainment,
Irritating Stick,PS,1998,Action,Saurus,
Chou!! Super Nep League DS,DS,2008,Sports,Jaleco,
WTA Tour Tennis,GBA,2002,Sports,Konami Digital Entertainment,66
Lost: Via Domus,PC,2008,Action,Ubisoft,52
Judge Dredd: Dredd Vs Death,XB,2003,Shooter,Vivendi Games,57
Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006,Action,D3Publisher,
Platypus,PSP,2006,Shooter,Funsta,59
Davis Cup Tennis,GBA,2002,Sports,Ubisoft,59
Pro Rally,GC,2002,Racing,Ubisoft,64
Kimi ni Todoke: Sodateru Omoi,DS,2009,Adventure,Banpresto,
Elven Legacy Collection,PC,2010,Strategy,Paradox Interactive,
Hands On! Tangrams,DS,2009,Puzzle,Storm City Games,
Brave Story: Boku no Kioku to Negai,DS,2006,Role-Playing,Namco Bandai Games,
Zombie Hunters 2,PS2,2006,Action,Essential Games,
Memories Off #5: Encore,PS2,2007,Adventure,CyberFront,
Custom Drive,PSP,2012,Action,D3Publisher,
Dark Void,PC,2010,Action,Capcom,57
LEGO Star Wars: The Video Game,PC,2005,Action,Eidos Interactive,
Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009,Adventure,Revolution (Japan),
Konductra,DS,2006,Puzzle,O3 Entertainment,60
Samurai Jack: The Shadow of Aku,GC,2004,Action,Sega,59
Cookie & Cream,DS,2007,Platform,505 Games,
Winning Post 7 2013,PSV,2013,Sports,Tecmo Koei,
The Incredibles: Rise of the Underminer,PC,2005,Action,THQ,65
Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory,
Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,57
Let's Yoga!,DS,2007,Misc,Konami Digital Entertainment,
Busou Renkin: Youkoso Papillon Park e,PS2,2007,Action,Marvelous Interactive,
Ore wa Shoujo Mangaka,PSP,2012,Action,Giza10,
Emergency 2012,DS,2010,Simulation,Rondomedia,
Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,
Exhibition Volume 6,XB,2004,Misc,Microsoft Game Studios,
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,Sega,
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios,
Collar x Malice,PSV,2016,Action,Idea Factory,
Kao the Kangaroo Round 2,GC,2005,Platform,JoWood Productions,57
The Dark Hills of Cherai,PC,2009,Puzzle,Unknown,
Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,60
Zoey 101: Field Trip Fiasco,DS,2007,Action,THQ,31
Dream C Club: GoGo ,PS3,2014,Adventure,D3Publisher,
Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games,
Summer Challenge: Athletics Tournament,Wii,2011,Sports,PQube,
Battle Spirits: Hero's Soul,PSP,2010,Role-Playing,Namco Bandai Games,
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010,Misc,Alchemist,
Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,Nintendo,
White Album 2: Shiawase no Mukougawa,PSV,2013,Adventure,Aqua Plus,
W.L.O. Sekai Renai Kikousen,X360,2010,Adventure,5pb,
New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,Experience Inc.,
Final Fantasy XI: All-In-One Pack 2006,X360,2006,Role-Playing,Square Enix,
Pippa Funnell: Ranch Rescue,Wii,2007,Adventure,Ubisoft,
Joint Operations: Combined Arms,PC,2009,Shooter,NovaLogic,
Kadenz fermata//Akkord:fortissimo,PSV,2014,Adventure,5pb,
Worms World Party,PC,2001,Strategy,Virgin Interactive,75
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010,Misc,Alvion,
Dancing on Ice,DS,2010,Sports,Ghostlight,
Winning Post 7: Maximum 2007,PS3,2007,Sports,Tecmo Koei,
Professional Farmer 2016,PS4,2015,Action,Namco Bandai Games,
Sarah: Keeper of the Unicorn,DS,2009,Adventure,DreamCatcher Interactive,
